Soil_Moisture,Crop_Growth_Stage,sol_chaud_sec,Mulching_Used,Wind_Speed_kmh,Rainfall_mm,Temperature_C,besoin_eau
8.57,0,12.023045,1,1.96,1918.59,13.15,1
41.5,1,13.4433,0,8.03,2432.27,22.98,0
52.37,2,10.697698,1,16.49,1182.14,22.46,0
13.81,0,11.489127,0,14.57,634.28,13.33,1
10.18,2,31.365144,0,0.6,1045.6,34.92,1
54.98,0,12.587592,0,19.62,2413.33,27.96,1
21.26,2,25.15743,0,5.25,721.51,31.95,1
25.62,1,10.398324,0,7.47,1250.3,13.98,0
14.6,0,18.93318,1,0.84,997.53,22.17,1
15.12,1,16.619504,0,19.97,1923.35,19.58,1
61.16,3,7.465048000000001,1,2.03,481.89,19.22,0
25.13,3,12.443394,1,9.6,1687.1,16.62,0
60.6,1,15.0705,0,13.62,2295.91,38.25,0
49.33,2,14.684166,1,8.96,1624.58,28.98,0
12.19,1,24.14775,1,14.04,1883.67,27.5,0
27.47,3,25.008344,1,6.25,565.38,34.48,0
21.86,0,29.73227,1,1.44,777.61,38.05,1
64.06,0,6.932825999999999,0,18.33,663.59,19.29,1
46.19,1,18.602117,0,18.39,327.11,34.57,0
19.17,3,18.792975,0,13.43,325.17,23.25,1
64.47,1,11.202609000000002,1,3.88,2126.78,31.53,0
44.92,0,20.632968,1,19.06,633.22,37.46,1
60.54,2,5.129800000000001,0,1.82,350.8,13.0,0
37.35,0,15.44949,1,2.36,1549.08,24.66,0
33.74,0,17.492639999999998,1,16.93,194.19,26.4,1
52.38,2,7.07157,0,6.03,714.17,14.85,0
52.39,2,14.354414999999998,0,17.21,2163.13,30.15,0
18.1,2,27.32184,1,4.46,1354.4,33.36,0
61.61,3,8.887285,1,9.52,2491.82,23.15,0
9.95,0,17.95597,1,5.0,2379.39,19.94,1
50.35,3,19.60182,1,15.54,1043.45,39.48,1
50.97,0,17.729248,1,7.33,1231.81,36.16,0
29.87,3,17.139772,0,12.74,529.02,24.44,1
21.67,2,9.407433,0,9.33,2298.01,12.01,0
9.23,2,31.206726,1,18.76,1061.38,34.38,1
57.24,3,16.385632,0,13.85,2212.67,38.32,1
44.94,0,11.199204,0,10.13,2373.12,20.34,1
28.48,2,22.764816,0,18.01,1488.64,31.83,0
36.37,0,12.363309,1,6.73,1680.36,19.43,0
11.54,1,31.792524,1,17.8,248.95,35.94,1
47.78,2,7.190694,1,7.5,1606.08,13.77,0
40.0,1,10.434,1,17.52,654.8,17.39,0
29.89,2,22.007529,1,16.42,1807.88,31.39,0
61.32,1,14.582360000000005,1,6.56,1645.13,37.7,0
26.46,0,14.428548,0,16.87,1496.66,19.62,1
34.64,0,26.333544,0,8.79,986.85,40.29,1
36.71,3,24.227412,1,3.97,1208.87,38.28,0
15.49,0,22.327542,1,7.56,908.05,26.42,1
8.89,2,23.551935,1,15.76,1801.38,25.85,0
32.81,3,13.088612,0,1.28,1256.83,19.48,0
47.9,2,9.43531,0,15.72,1809.9,18.11,0
43.55,1,12.03514,1,2.94,1192.66,21.32,0
10.52,3,15.524780000000002,0,7.8,1017.02,17.35,1
31.2,1,19.4016,1,14.72,2110.28,28.2,0
27.15,2,25.898175,0,3.61,1742.24,35.55,0
33.6,0,22.48968,0,13.87,644.49,33.87,1
58.69,3,8.154594,1,13.72,2093.45,19.74,0
51.18,1,10.486536,1,1.97,2082.29,21.48,0
10.02,2,17.159186000000002,0,11.21,658.36,19.07,1
29.67,0,24.320114,1,17.52,2209.68,34.58,1
54.5,3,6.642999999999999,0,3.73,1086.39,14.6,0
35.85,3,14.20281,1,16.64,1207.75,22.14,0
44.87,2,17.658139000000002,0,4.78,2409.32,32.03,0
58.31,2,11.944184999999996,1,15.24,1130.91,28.65,0
38.06,0,11.663301999999998,1,19.24,2195.09,18.83,0
56.18,0,11.56848,1,4.93,1000.45,26.4,0
43.6,0,9.86436,0,5.66,2233.57,17.49,0
48.83,2,10.935029000000002,1,18.9,554.75,21.37,0
64.82,0,13.924244000000003,0,8.34,262.32,39.58,1
36.93,2,24.231494,1,1.42,485.41,38.42,0
42.53,2,12.12617,0,7.45,951.4,21.1,0
49.27,0,14.534145,1,15.83,229.6,28.65,1
12.16,3,30.375072,0,19.53,383.15,34.58,1
61.45,0,7.154879999999999,1,5.07,286.34,18.56,1
25.06,3,17.670852,1,5.03,1118.32,23.58,0
59.5,2,12.6927,1,15.77,1209.76,31.34,0
39.54,3,17.01949,0,3.22,2281.68,28.15,0
15.1,3,25.52943,0,12.67,1336.43,30.07,1
56.37,2,9.90401,1,11.4,1276.55,22.7,0
48.05,3,7.797695000000001,0,12.85,1963.66,15.01,1
63.38,0,7.562029999999999,1,3.45,2043.25,20.65,0
25.26,1,11.786498,1,6.28,210.99,15.77,0
59.53,2,10.858100999999998,1,16.34,2355.79,26.83,0
35.91,0,26.481988,1,11.31,1227.47,41.32,1
39.85,2,18.087105,1,9.39,1727.27,30.07,0
49.43,0,13.107744000000002,1,3.44,2121.83,25.92,0
20.54,3,31.839622,0,7.02,2065.09,40.07,1
49.78,0,19.63602,1,7.5,1665.02,39.1,0
38.94,2,24.839208000000003,1,18.7,404.51,40.68,0
59.7,2,5.968430000000001,0,14.18,2011.39,14.81,0
36.83,3,19.664821,0,2.71,1968.49,31.13,1
18.41,2,13.078877,1,14.88,1203.74,16.03,0
50.52,0,19.821688,1,19.51,2343.71,40.06,1
46.75,1,19.793025,0,18.29,1422.27,37.17,0
38.55,3,8.338765,1,0.98,1812.84,13.57,0
11.33,2,21.54681,0,6.25,1878.51,24.3,0
29.7,1,18.16552,1,11.38,1233.38,25.84,0
17.22,2,21.050954,1,10.77,2208.43,25.43,0
9.8,1,14.53122,1,6.05,814.05,16.11,0
30.39,0,25.33804,0,7.06,245.32,36.4,1
49.63,1,12.129096,0,0.95,2449.42,24.08,0
26.19,3,12.710081999999998,1,3.33,506.65,17.22,0
17.84,1,12.151464,0,4.61,1884.55,14.79,0
13.58,1,35.363064,1,13.78,962.05,40.92,1
51.75,1,9.818875000000002,0,19.43,1639.54,20.35,0
50.37,3,14.774851000000002,1,11.93,104.1,29.77,1
47.94,2,13.275299999999998,0,6.03,662.89,25.5,0
11.65,3,12.82842,1,15.64,1734.09,14.52,1
40.11,3,14.163984999999998,0,20.0,1378.91,23.65,1
10.57,3,16.133172,0,4.1,1291.0,18.04,1
29.97,2,24.804626000000003,1,8.56,713.25,35.42,0
55.36,3,9.535104,0,3.26,1785.99,21.36,0
30.66,2,18.13241,1,10.0,33.48,26.15,0
14.11,0,19.531386,0,2.84,1822.1,22.74,1
41.38,0,18.330474,0,5.56,1352.68,31.27,1
14.83,2,15.92679,1,3.44,725.65,18.7,0
35.99,0,9.575896,1,10.46,2371.4,14.96,0
64.08,3,12.755191999999996,1,5.86,1323.44,35.51,0
60.24,2,14.142632,1,14.07,802.52,35.57,0
57.34,1,13.979682,1,5.56,1864.43,32.77,0
11.59,2,20.696781,1,16.76,1326.15,23.41,0
8.46,1,19.653638,1,14.98,254.29,21.47,1
8.03,0,19.562019,1,19.05,792.31,21.27,1
34.52,3,12.231664,0,14.43,287.03,18.68,1
27.49,3,10.970763000000002,0,16.87,1718.18,15.13,1
54.62,2,10.00629,1,4.37,538.76,22.05,0
23.34,1,32.105208,0,5.26,457.48,41.88,1
18.99,1,33.708261,0,14.37,1029.36,41.61,1
58.62,3,11.996062,1,19.63,159.97,28.99,1
52.41,3,6.220013,1,6.09,386.13,13.07,0
52.59,1,8.187707,0,18.08,761.63,17.27,0
50.07,3,7.883946999999999,1,15.81,1454.16,15.79,0
32.75,2,26.059375,1,15.11,1476.79,38.75,0
57.33,3,10.671767,1,3.25,1566.95,25.01,0
41.93,0,15.086586,0,12.71,380.61,25.98,1
26.34,1,20.794218,0,15.52,1518.52,28.23,0
33.37,1,19.156125,1,12.78,1780.74,28.75,0
63.35,3,6.538359999999999,0,8.65,2138.3,17.84,0
50.51,0,15.327053,1,13.69,354.9,30.97,1
62.23,3,12.807807,0,11.69,2060.5,33.91,1
55.85,3,8.057375,1,14.69,2222.0,18.25,0
31.64,1,11.51866,0,1.85,1017.65,16.85,0
59.65,2,10.84608,1,6.87,948.35,26.88,0
9.79,3,16.084443,1,11.21,2211.52,17.83,1
63.96,1,11.83914,1,11.99,1666.58,32.85,0
40.32,2,18.811136,0,3.42,972.55,31.52,0
25.5,3,29.21145,0,18.2,1980.94,39.21,1
42.72,1,14.216896,0,11.06,680.11,24.82,0
34.41,2,26.786956000000004,0,19.54,103.29,40.84,1
48.14,3,13.457669999999998,0,10.44,291.76,25.95,1
56.57,2,16.021327,1,16.13,307.64,36.89,0
48.77,1,13.955051999999998,1,15.37,1005.27,27.24,0
15.92,1,23.79464,1,1.73,261.34,28.3,1
8.14,0,34.530174,1,15.62,1653.22,37.59,1
38.36,3,7.778968,1,17.43,741.71,12.62,0
42.0,2,12.591800000000005,0,5.27,1913.38,21.71,0
27.36,3,28.540256,0,13.62,1469.6,39.29,1
37.41,0,25.580533,1,15.88,1759.39,40.87,1
56.07,1,7.507637000000001,0,12.79,2111.79,17.09,0
30.07,2,13.790196,0,19.68,1158.66,19.72,0
37.31,3,20.43694,1,5.69,2464.74,32.6,0
46.22,0,16.058708000000003,0,2.16,287.33,29.86,1
33.87,1,17.114444,0,15.78,2368.01,25.88,0
63.05,0,12.1196,0,13.55,1757.69,32.8,1
28.27,3,13.872582,1,9.41,1158.77,19.34,0
58.07,1,14.499394,0,7.34,1231.38,34.58,0
42.73,0,19.219812,0,6.03,2168.44,33.56,1
17.09,3,26.166396,0,4.96,678.58,31.56,1
15.08,1,28.898276,1,6.18,1885.32,34.03,0
61.98,0,11.778596,1,10.32,1122.25,30.98,1
35.3,1,16.46615,1,10.47,2435.57,25.45,0
39.18,1,10.260334000000002,1,17.47,10.08,16.87,0
29.13,2,11.105329,0,16.65,2016.33,15.67,0
16.05,1,27.241775000000004,0,3.71,1120.75,32.45,1
63.61,3,12.849309000000002,1,2.54,1694.93,35.31,0
64.82,2,8.974418000000004,0,16.23,398.78,25.51,0
41.87,3,13.305957,0,18.21,1492.91,22.89,1
58.2,1,15.127419999999995,1,2.02,2338.13,36.19,0
13.54,2,11.698038,0,8.5,577.85,13.53,0
13.56,0,27.799104,0,16.46,1021.92,32.16,1
48.54,2,18.041876,0,10.54,565.98,35.06,0
43.9,2,11.76978,0,14.08,1905.4,20.98,0
47.86,2,8.608314000000002,1,12.62,2063.33,16.51,0
63.35,0,5.710069999999999,1,3.93,824.25,15.58,0
12.63,3,30.238757,1,15.73,2474.68,34.61,1
57.08,2,12.253660000000002,1,3.79,474.89,28.55,0
10.43,3,31.170359999999995,1,6.44,1440.62,34.8,1
26.42,1,30.116294,0,9.64,1883.24,40.93,0
15.64,3,19.512468,0,18.64,2001.52,23.13,1
40.59,2,17.062551999999997,1,19.59,1954.53,28.72,0
41.31,0,15.124413,1,12.07,501.85,25.77,0
24.67,0,25.83819,0,15.49,1290.28,34.3,1
17.48,2,32.51288,0,8.98,2243.29,39.4,1
26.19,3,8.953153,1,10.58,593.58,12.13,0
45.16,3,16.473936,1,0.7,361.36,30.04,0
19.97,2,27.178188,0,19.86,1194.47,33.96,1
12.87,3,32.769593,1,19.09,440.43,37.61,1
39.79,1,14.39019,0,14.54,323.53,23.9,0
33.07,1,22.655805,0,9.12,119.58,33.85,1
59.38,3,7.02726,1,18.91,2079.89,17.3,0
10.26,0,14.878892,1,1.08,368.11,16.58,1
46.74,1,20.009782,1,3.95,988.49,37.57,0
40.9,1,16.44162,1,8.14,2393.85,27.82,0
43.07,2,20.614353,0,5.78,2119.03,36.21,0
59.93,0,16.164238000000005,0,2.42,2209.85,40.34,1
36.48,0,24.099488,0,8.93,398.16,37.94,1
14.55,0,30.5911,1,9.19,2469.77,35.8,1
39.81,3,10.135996,0,13.06,154.43,16.84,1
54.16,3,18.734808,1,1.87,2076.68,40.87,0
11.52,3,19.792976000000003,0,2.47,1827.32,22.37,1
22.35,3,14.02359,1,16.42,1914.55,18.06,1
25.51,1,15.925962,0,6.71,2331.76,21.38,0
27.46,2,22.277034,1,12.97,1417.28,30.71,0
33.04,2,15.648552,1,19.91,1336.51,23.37,0
38.01,2,26.004805,0,18.45,1120.24,41.95,0
34.14,1,24.6975,1,14.39,598.35,37.5,0
30.93,3,13.689674,1,3.24,478.58,19.82,0
48.43,3,6.616431,0,11.18,9.59,12.83,1
33.01,3,12.547227,0,12.27,625.79,18.73,1
58.74,2,12.662694,1,5.62,1560.76,30.69,0
45.31,0,16.921086,0,4.32,2247.95,30.94,1
18.61,3,25.491348,0,11.75,1181.37,31.32,1
15.9,2,30.41056,0,18.04,1463.75,36.16,1
26.52,2,28.8409,1,3.54,1296.84,39.25,0
49.47,3,15.664300000000004,1,14.94,2154.16,31.0,1
31.96,1,10.913616,0,15.91,637.55,16.04,0
37.83,1,19.919268,0,9.15,876.9,32.04,0
32.47,1,20.259,1,12.65,1534.1,30.0,0
9.04,3,26.169192,0,2.06,1464.58,28.77,1
59.84,0,9.080175999999998,1,19.05,310.34,22.61,0
40.43,1,18.812206,1,9.43,1370.9,31.58,0
45.11,1,15.736963,0,3.57,942.17,28.67,0
23.56,0,27.25086,0,5.35,464.32,35.65,1
14.33,2,19.567028,1,8.12,518.3,22.84,0
58.64,2,8.813816,0,19.15,691.98,21.31,0
17.85,0,11.739235,0,13.03,584.33,14.29,1
10.8,3,30.631280000000004,0,11.44,2475.77,34.34,1
60.61,2,12.088791,0,4.04,2140.78,30.69,0
46.86,3,9.161336,0,10.01,2345.25,17.24,1
47.8,0,12.25134,0,14.89,1131.8,23.47,1
20.84,1,32.526844000000004,0,6.84,1274.16,41.09,1
18.08,2,20.168704,1,18.94,1837.86,24.62,0
10.29,3,13.851224,1,15.56,1849.99,15.44,1
58.44,0,6.059448,1,7.83,1947.43,14.58,0
36.44,3,24.108308,0,1.96,277.25,37.93,1
63.95,3,9.993059999999998,1,19.53,896.61,27.72,0
22.93,3,31.205643,1,1.04,1626.43,40.49,1
38.42,0,25.752755999999994,1,10.63,1901.92,41.82,1
27.66,0,13.628856,0,2.25,575.65,18.84,0
60.94,2,9.624384,0,11.43,122.88,24.64,1
49.36,0,12.371351999999998,1,15.08,1805.34,24.43,0
39.99,1,24.388064,1,14.93,835.44,40.64,0
54.47,1,9.802609000000002,0,4.74,1310.16,21.53,0
39.96,0,9.4563,0,10.59,2044.83,15.75,1
43.23,3,20.391784000000005,1,2.21,20.08,35.92,1
14.29,1,19.696158,0,7.27,754.08,22.98,0
63.09,3,8.445008,1,15.67,2284.25,22.88,0
42.66,1,9.558578,0,13.53,2206.52,16.67,0
32.36,1,20.93458,0,1.43,167.37,30.95,1
58.66,0,5.370066,0,1.56,1904.47,12.99,0
8.87,1,28.332317,1,19.48,2304.27,31.09,1
41.26,0,16.59405,0,9.92,2074.64,28.25,0
24.7,1,17.90634,1,9.49,1318.12,23.78,0
22.04,2,27.761556,1,2.07,503.84,35.61,0
64.33,2,8.849727,0,9.41,2089.35,24.81,0
37.46,1,11.638694,0,16.98,2152.57,18.61,0
55.05,2,9.03495,0,13.89,203.76,20.1,1
13.53,3,18.954224000000004,1,1.45,798.04,21.92,1
34.41,0,7.942949,0,0.98,849.18,12.11,0
34.52,3,13.809732,0,19.97,1106.28,21.09,1
29.73,2,12.479952,1,3.12,234.97,17.76,0
27.86,2,26.345528000000005,0,15.92,1575.35,36.52,0
20.95,0,25.7703,0,19.51,698.67,32.6,1
46.18,2,12.034152,1,18.22,668.71,22.36,0
54.4,1,14.35488,1,19.01,54.21,31.48,1
48.42,0,14.040076,1,7.02,311.22,27.22,0
63.29,2,11.291996,0,18.56,1018.42,30.76,0
22.74,2,27.257328,1,7.14,1163.04,35.28,0
20.58,0,17.345328,1,12.35,583.05,21.84,1
44.14,0,22.081458,0,7.05,686.83,39.53,1
31.05,2,9.439255,1,12.91,1959.43,13.69,0
16.64,2,20.4232,1,12.99,1421.71,24.5,0
19.32,0,13.376744,0,17.98,2434.03,16.58,1
38.63,3,15.041787,1,10.89,2428.11,24.51,0
42.3,0,11.36113,1,12.26,1894.47,19.69,0
20.3,2,30.22224,1,8.72,1652.23,37.92,0
11.02,3,14.325780000000002,1,9.53,1144.52,16.1,1
50.5,2,14.40945,0,7.25,2230.28,29.11,0
62.18,0,6.463438,0,15.93,1399.17,17.09,1
16.61,0,32.338642,1,1.17,163.7,38.78,1
18.89,3,25.241432,1,3.06,2098.57,31.12,1
24.13,3,30.970134,0,16.37,149.3,40.82,1
47.31,1,11.11759,1,18.71,379.03,21.1,0
64.63,2,12.008115000000002,1,6.77,935.03,33.95,0
44.1,3,9.12288,0,6.18,328.15,16.32,0
14.39,0,31.127796,0,7.47,2030.42,36.36,1
62.58,2,6.069524,0,7.78,375.14,16.22,0
24.8,3,29.9672,1,4.06,809.3,39.85,1
61.36,3,13.558776,0,16.26,1243.07,35.09,1
16.7,3,27.680589999999995,1,11.34,901.07,33.23,1
36.14,3,16.57167,1,3.77,1820.56,25.95,0
40.86,2,19.681792,1,14.65,1388.62,33.28,0
15.98,1,16.711578000000003,1,10.34,447.36,19.89,0
39.06,2,19.25704,0,10.16,1638.49,31.6,0
48.54,1,6.941953999999999,1,16.09,2162.22,13.49,0
47.05,3,12.014355000000002,0,13.76,1907.59,22.69,1
40.28,3,11.955944,0,13.8,1291.97,20.02,1
11.44,3,16.764408,1,19.3,2496.98,18.93,1
45.85,1,18.253965,0,10.77,1277.62,33.71,0
59.98,2,11.497746,0,15.53,1452.15,28.73,0
32.16,2,16.261248000000002,1,13.94,2472.42,23.97,0
43.95,0,14.578605,0,4.77,1517.68,26.01,0
32.88,2,20.585704000000003,1,2.55,1828.25,30.67,0
34.66,2,17.373905999999998,0,10.26,1047.34,26.59,0
16.66,3,33.702696,1,16.81,408.24,40.44,1
41.98,1,18.966738,1,4.21,1582.69,32.69,0
24.22,1,9.404298,1,6.7,1146.58,12.41,0
35.86,0,13.937622,0,8.54,344.73,21.73,0
42.58,2,13.057308,0,17.91,1119.63,22.74,0
45.33,1,19.960017,0,9.34,771.13,36.51,0
10.56,2,31.965856,0,2.35,753.04,35.74,1
49.68,2,12.992624,1,12.84,1744.48,25.82,0
61.91,3,9.366331,0,8.93,663.3,24.59,0
53.2,1,15.95412,0,13.46,632.59,34.09,0
48.01,2,10.678746,0,18.71,2247.53,20.54,0
36.33,1,26.423050000000003,0,10.72,745.72,41.5,0
49.53,3,9.634723,1,16.14,1089.1,19.09,0
64.6,0,5.9826000000000015,0,0.55,2361.09,16.9,0
59.59,0,13.852548,0,15.91,1159.44,34.28,1
15.72,0,21.40712,1,18.24,2094.65,25.4,1
10.48,2,31.323048,1,15.86,2470.62,34.99,1
57.77,2,5.612367,0,1.52,1840.65,13.29,0
22.69,0,12.740688,1,10.7,1645.6,16.48,1
54.72,1,6.932368,1,2.89,1176.65,15.31,0
12.7,0,22.40991,0,7.14,1214.67,25.67,1
36.8,1,9.08816,1,3.62,961.34,14.38,0
50.55,1,15.710265,0,8.62,2385.91,31.77,0
40.9,0,19.46754,1,7.72,2199.61,32.94,0
28.61,1,12.657447,1,5.4,1271.7,17.73,0
51.64,3,18.444504,1,6.44,812.38,38.14,0
21.92,3,25.001216,1,13.29,1958.53,32.02,1
59.02,1,10.16304,1,1.26,1991.58,24.8,0
56.81,0,13.872627999999995,1,2.77,941.82,32.12,0
42.03,3,18.417069,0,4.84,2422.47,31.77,1
51.14,0,5.8974020000000005,0,16.28,1003.97,12.07,1
54.59,0,14.326854999999998,0,10.48,1337.98,31.55,1
35.36,1,24.453312,0,15.3,799.29,37.83,0
14.35,2,15.031575000000002,1,5.78,1837.7,17.55,0
42.52,3,21.417048,1,12.17,1391.81,37.26,1
45.04,1,20.269248000000005,1,5.04,2103.28,36.88,0
48.87,3,20.815023000000004,0,15.65,1021.94,40.71,1
37.47,1,8.429044,0,2.33,259.8,13.48,0
54.15,0,17.977785,1,6.54,231.86,39.21,1
35.56,3,20.595024,0,16.76,1378.07,31.96,1
38.73,3,23.264219,1,13.42,2076.36,37.97,1
47.71,3,12.920858999999998,1,15.34,1154.73,24.71,0
48.89,1,21.394646,1,16.81,2235.55,41.86,0
15.21,0,30.227635,1,18.9,44.79,35.65,1
27.67,3,27.550497000000004,1,10.69,2030.61,38.09,1
28.45,1,27.625455,0,12.2,571.68,38.61,0
46.75,2,11.17185,1,9.76,1045.22,20.98,0
47.15,3,16.182669999999998,1,13.85,1644.58,30.62,1
20.58,3,30.926148,0,13.75,121.77,38.94,1
61.05,2,12.156295000000002,0,11.89,1643.57,31.21,0
64.81,0,10.465506,0,10.9,764.8,29.74,1
8.23,0,28.898373,1,9.93,791.02,31.49,1
63.51,0,12.651083,0,17.82,1486.95,34.67,1
39.92,1,8.20092,1,9.28,1626.99,13.65,0
14.13,3,31.479942,1,5.37,1441.78,36.66,1
48.05,3,15.288885000000002,1,3.01,1414.95,29.43,0
21.07,3,27.262422,0,7.04,1743.31,34.54,1
37.06,1,17.981958,1,12.34,422.66,28.57,0
59.0,0,9.0938,0,7.58,2376.61,22.18,0
64.71,0,10.911668000000004,0,18.09,439.42,30.92,1
20.28,0,12.03772,0,4.34,1665.62,15.1,1
53.74,1,10.436256,1,8.71,382.65,22.56,0
11.22,0,32.031824,0,11.09,292.84,36.08,1
33.78,3,10.36343,1,9.73,1934.65,15.65,0
37.66,2,18.159642,1,16.64,1163.75,29.13,0
55.95,1,11.17108,0,14.62,1183.09,25.36,0
8.69,2,19.668174,0,16.3,2224.15,21.54,1
22.86,0,19.254144,1,1.04,871.21,24.96,1
19.44,1,10.948104,1,15.2,1093.96,13.59,0
63.75,1,12.263375000000002,0,9.45,2215.65,33.83,0
53.56,2,8.75394,1,10.52,1013.1,18.85,0
58.21,1,8.696498999999998,1,17.31,1173.99,20.81,0
35.19,2,20.590137,1,17.97,2042.1,31.77,0
48.87,0,8.692100000000002,1,17.99,394.16,17.0,0
49.36,0,19.936968,0,8.34,148.19,39.37,1
16.61,3,27.068394,0,11.53,2338.45,32.46,1
43.14,3,13.293868,0,17.15,1465.67,23.38,1
60.99,3,4.919161,1,7.59,2090.47,12.61,0
58.84,1,8.396639999999998,0,10.02,102.98,20.4,1
60.14,3,11.527512,0,16.12,461.58,28.92,1
19.67,3,16.057966999999998,0,18.89,271.81,19.99,1
42.09,2,19.63149,0,9.12,2197.77,33.9,0
43.49,0,18.371400999999995,1,6.33,1638.35,32.51,0
50.84,2,12.865172,0,7.42,1957.3,26.17,0
52.12,2,9.633456,0,15.74,2168.65,20.12,0
46.32,0,13.704504,1,14.0,2053.32,25.53,0
10.39,2,19.490175,0,17.84,311.85,21.75,1
14.15,1,35.95398,1,4.74,932.87,41.88,0
26.72,1,19.001504,1,0.85,1945.77,25.93,0
36.21,1,21.87997,1,6.73,1441.76,34.3,0
36.5,1,23.9395,1,2.11,248.63,37.7,0
60.75,2,13.553025,1,5.16,1428.31,34.53,0
62.85,2,14.637099999999997,1,10.14,1898.22,39.4,0
48.36,1,17.036036,1,14.68,1229.17,32.99,0
64.78,2,6.300858,0,8.37,1166.1,17.89,0
11.55,0,24.30606,0,5.16,2117.48,27.48,1
61.68,2,13.572944,0,2.51,807.05,35.42,0
33.67,1,15.965631,0,13.41,1930.1,24.07,0
19.38,2,27.604288000000004,0,13.52,2114.55,34.24,1
49.26,2,18.190290000000005,0,18.29,1164.22,35.85,0
44.83,3,8.551350000000001,1,16.42,1716.45,15.5,0
42.42,3,11.233858,0,7.29,2401.37,19.51,0
43.22,2,7.029364000000001,0,9.82,1081.2,12.38,0
28.79,0,20.565448,0,11.17,1241.17,28.88,1
10.09,3,35.145819,0,3.43,1476.06,39.09,1
27.5,1,21.90225,1,7.98,1077.58,30.21,0
33.27,3,18.437499,1,5.49,501.16,27.63,0
17.23,3,24.872385,0,4.73,1922.63,30.05,1
43.44,1,15.406944,0,4.39,267.68,27.24,0
15.21,1,14.566922,1,1.49,1636.95,17.18,0
36.85,2,24.344325,1,16.01,1590.45,38.55,0
28.44,0,15.750356000000002,0,17.39,182.33,22.01,1
13.59,0,21.714833,1,3.23,664.91,25.13,1
17.72,1,11.691988,1,10.32,846.45,14.21,0
50.44,0,11.557392000000002,1,2.84,721.53,23.32,0
22.95,1,11.441925,0,6.96,1929.38,14.85,0
52.74,2,15.472924,0,10.91,468.92,32.74,0
60.48,3,14.705392,1,16.19,2250.4,37.21,1
8.48,1,18.724992,1,17.27,731.97,20.46,0
14.9,0,25.47043,1,17.73,2253.66,29.93,1
61.71,0,14.737821000000002,0,15.32,1965.85,38.49,1
16.01,2,25.826925,0,18.92,2412.23,30.75,1
59.24,3,6.762083999999999,0,5.06,2190.96,16.59,0
61.99,1,7.119273,1,13.39,427.95,18.73,0
57.3,3,10.640840000000004,1,15.32,1903.52,24.92,0
10.32,2,19.899992,1,1.9,1041.33,22.19,0
64.17,1,13.830379999999998,1,14.61,1849.9,38.6,0
52.41,3,17.122881999999997,0,9.52,1951.32,35.98,1
38.84,2,15.351159999999998,1,4.16,2418.36,25.1,0
28.32,1,10.121216,1,19.73,1436.93,14.12,0
56.91,0,14.594583,1,6.92,915.14,33.87,0
12.03,0,32.760028000000005,0,3.85,1863.04,37.24,1
36.9,1,13.81259,0,4.52,1064.48,21.89,0
23.19,2,21.591291,0,19.31,120.85,28.11,1
52.22,2,13.430958,0,18.81,2150.02,28.11,0
32.53,2,11.975925,0,15.39,1396.73,17.75,0
59.04,1,8.912896,0,1.78,1143.17,21.76,0
60.38,3,6.521452,0,11.76,60.44,16.46,1
22.4,0,12.59448,1,13.55,1560.15,16.23,1
62.47,0,14.52411,0,1.16,1349.92,38.7,1
8.1,1,20.02501,0,10.64,93.51,21.79,1
42.45,1,11.803505,1,7.74,904.59,20.51,0
50.54,3,6.222068,1,15.16,1272.06,12.58,0
63.42,2,9.40106,1,18.17,1149.12,25.7,0
53.36,1,12.261656,1,18.82,813.97,26.29,0
22.69,0,32.184153,0,16.68,541.96,41.63,1
28.58,1,15.662406,1,19.4,809.38,21.93,0
58.84,1,13.014792,0,16.84,982.02,31.62,0
37.09,2,13.33692,0,10.44,2074.33,21.2,0
31.46,0,14.90745,1,1.56,752.38,21.75,0
52.02,1,17.387952000000002,0,4.47,1817.06,36.24,0
59.68,1,14.112,0,13.89,1659.29,35.0,0
55.57,2,6.331275000000001,0,13.3,417.09,14.25,0
56.97,1,8.149882000000002,1,13.44,2129.5,18.94,0
18.4,0,14.622720000000005,1,10.55,2327.19,17.92,1
52.04,1,9.438528,1,1.0,394.23,19.68,0
55.54,2,12.15981,1,19.01,591.41,27.35,0
11.68,3,11.649408,0,14.2,1156.26,13.19,1
34.1,1,25.78008,1,17.7,471.98,39.12,0
26.35,2,28.613025,0,6.61,1831.73,38.85,0
50.77,2,20.174454,1,11.83,927.11,40.98,0
34.22,1,8.893455999999999,1,9.36,99.92,13.52,0
56.73,3,12.894460000000002,0,0.84,1383.64,29.8,0
51.23,1,17.713264000000002,1,16.3,2439.48,36.32,0
63.81,1,11.132044,0,17.98,1888.5,30.76,0
35.43,1,10.583023,1,17.57,450.87,16.39,0
42.51,0,21.892192,1,9.65,445.96,38.08,0
43.73,1,16.03695,0,5.18,1116.33,28.5,0
15.76,2,19.50156,1,10.53,469.17,23.15,0
39.06,0,7.788131999999999,1,6.52,1021.32,12.78,0
59.63,2,5.102767999999999,0,0.64,1393.57,12.64,0
21.26,1,14.157452,0,13.46,998.6,17.98,1
15.8,1,19.26496,0,13.27,1982.01,22.88,1
29.07,0,27.889676,1,14.18,1144.27,39.32,1
11.32,0,15.882588,1,18.13,362.82,17.91,1
41.35,0,19.941000000000003,0,6.14,2390.86,34.0,1
41.79,1,10.070330000000002,0,11.32,96.93,17.3,1
